text,label,polarity,category,,,,1,0
carrots will leave a big orange smear on the surface .,1,0,‰∏≠Á? (Neutral),,,,,
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",1,0.405,Á®±Ë? (Praise),,,,,
"this is a film well worth seeing , talking and singing heads and all .",1,0.3,Á®±Ë? (Praise),,,,,
this is honestly the only case i ve thrown away in the garbage .,0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,0,-0.166666667,?πË? (Criticism),,,,,
the bar contains  agave nectar  which does not occur naturally .,0,0.1,‰∏≠Á? (Neutral),,,,,
we are ice cream lovers and fussy about the quality of ice cream .,1,0,‰∏≠Á? (Neutral),,,,,
i purchased this to replace a knife that was lost .,1,0,‰∏≠Á? (Neutral),,,,,
i have no doubt that it will hold up well through the years .,1,0,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"the low-budget full frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother .",0,0.35,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building .",1,0.159090909,Á®±Ë? (Praise),,,,,
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .,0,0.16,?πË? (Criticism),,,,,
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",1,0.1825,Á®±Ë? (Praise),,,,,
few films this year have been as resolute in their emotional nakedness .,1,-0.1,‰∏≠Á? (Neutral),,,,,
hasn t had to be rebooted yet due to connection issues .,0,-0.125,?πË? (Criticism),,,,,
the measuring spoons would make a great stocking stuffer for any kitchen queen .,1,0.8,Á®±Ë? (Praise),,,,,
"even if britney spears is really cute , her movie is really bad .",0,-0.1,‰∏≠Á? (Neutral),,,,,
"once glitch ,  which i did not view as all that negative .",1,-0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"what a ripoff !  learn from my mistake ,  do not buy .",0,0,‰∏≠Á? (Neutral),,,,,
"why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson ... and puke up something like rose red ?",0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
they felt like the same movie to me .,0,0,‰∏≠Á? (Neutral),,,,,
"if you are sensitive to maltodextrin ,  this isn t for you .",0,0.1,‰∏≠Á? (Neutral),,,,,
"it opens cans ok ,  but no better than the old fashioned openers .",0,0.116666667,?πË? (Criticism),,,,,
"i used this along with another similar product ,  for over num_num months .",0,0,‰∏≠Á? (Neutral),,,,,
i have two of them in different locations in my house .,1,0,‰∏≠Á? (Neutral),,,,,
"like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .",0,0.4,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan .",0,-0.4,?πË? (Criticism),,,,,
"it 's all pretty cynical and condescending , too .",0,-0.175,?πË? (Criticism),,,,,
would be five stars if it was out of slightly heavier material .,1,-0.166666667,Á®±Ë? (Praise),,,,,
this is a good hoodie and well made .,0,0.7,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"mine is a piece of junk ,  as far as i am concerned .",0,0.1,‰∏≠Á? (Neutral),,,,,
"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1,0,‰∏≠Á? (Neutral),,,,,
"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily .",1,0.194444444,Á®±Ë? (Praise),,,,,
"based on a david leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .",0,-0.208333333,?πË? (Criticism),,,,,
"the film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing .",0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
scores a few points for doing what it does with a dedicated and good-hearted professionalism .,1,-0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",0,0,‰∏≠Á? (Neutral),,,,,
"not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",1,0.253333333,Á®±Ë? (Praise),,,,,
choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,0,0.09,‰∏≠Á? (Neutral),,,,,
so please stop buying this and maybe they will lower the price .,0,0,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
`` an entire film about researchers quietly reading dusty old letters . '',0,-0.075,‰∏≠Á? (Neutral),,,,,
maguire is a surprisingly effective peter\/spider-man .,1,0.6,Á®±Ë? (Praise),,,,,
this does not appear to attract more mosquitos than the light does by itself .,0,0.45,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i will never buy hamilton beach products again .,0,0,‰∏≠Á? (Neutral),,,,,
there is n't a weak or careless performance amongst them .,1,-0.4375,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
adam sandler is to gary cooper what a gnat is to a racehorse .,0,0,‰∏≠Á? (Neutral),,,,,
"the finer the setting ,  the longer it takes .",1,0,‰∏≠Á? (Neutral),,,,,
i have a  made in usa  version of this .,0,0,‰∏≠Á? (Neutral),,,,,
"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",0,0.144444444,?πË? (Criticism),,,,,
i ve been through so many of these ineffective silly things .,0,0,‰∏≠Á? (Neutral),,,,,
i couldn t stand the persistent smell of feces in my apartment .,0,0,‰∏≠Á? (Neutral),,,,,
it makes a buzzing sound when devices are plugged in .,0,0.4,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .",0,-0.036060606,‰∏≠Á? (Neutral),,,,,
"it s not overpowering ,  it is not like perfume .",0,0,‰∏≠Á? (Neutral),,,,,
"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek .",0,-0.055555556,‰∏≠Á? (Neutral),,,,,
"i would have preferred a transfer down the hall to mr. holland 's class for the music , or to robin williams 's lecture so i could listen to a teacher with humor , passion , and verve .",0,-0.155555556,?πË? (Criticism),,,,,
an endearingly offbeat romantic comedy with a great meet-cute gimmick .,1,0.1,Á®±Ë? (Praise),,,,,
it is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .,1,0,‰∏≠Á? (Neutral),,,,,
must-see viewing for anyone involved in the high-tech industry .,1,0,‰∏≠Á? (Neutral),,,,,
one major complaint is the micromanagment of collecting  shards  .,0,-0.11875,?πË? (Criticism),,,,,
and theres no warning on any of these cans that i can identify .,0,0,‰∏≠Á? (Neutral),,,,,
"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .",1,0.15,Á®±Ë? (Praise),,,,,
"it is a comedy that 's not very funny and an action movie that is not very thrilling -lrb- and an uneasy alliance , at that -rrb- .",0,-0.030769231,‰∏≠Á? (Neutral),,,,,
the waist cords are over a foot long after being taken in .,0,-0.05,‰∏≠Á? (Neutral),,,,,
"he enjoys this toy ,  but can get the treats out fairly quickly .",0,0.333333333,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .",0,-0.438888889,?πË? (Criticism),,,,,
"gee , a second assassin shot kennedy ?",0,0,‰∏≠Á? (Neutral),,,,,
some studio pizazz might have helped .,0,0,‰∏≠Á? (Neutral),,,,,
"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",0,-0.019111111,‰∏≠Á? (Neutral),,,,,
it would have been perfect if it was a tad bit smaller .,1,0.5,Á®±Ë? (Praise),,,,,
this one is available at a decent price with fair shipping here on amazon .,1,0.422222222,Á®±Ë? (Praise),,,,,
"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .",1,0.15625,Á®±Ë? (Praise),,,,,
there is not an ounce of honesty in the entire production .,0,0,‰∏≠Á? (Neutral),,,,,
too bulky and there are better products out there in single units .,0,0.214285714,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
these type honeywells have been around a long time .,1,-0.05,‰∏≠Á? (Neutral),,,,,
"you have to break it in ,  in other words .",1,-0.125,Á®±Ë? (Praise),,,,,
i have had this mount for about a year and it works great .,1,0.8,Á®±Ë? (Praise),,,,,
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances .",1,0.15,Á®±Ë? (Praise),,,,,
a byzantine melodrama that stimulates the higher brain functions as well as the libido .,1,-0.025,‰∏≠Á? (Neutral),,,,,
he 's super spy !,1,0.416666667,Á®±Ë? (Praise),,,,,
but this stuff will fall apart after only a few washings .,0,-0.1,‰∏≠Á? (Neutral),,,,,
the aftertaste is so overpowering i had to brush my teeth .,0,0,‰∏≠Á? (Neutral),,,,,
gollum 's ` performance ' is incredible !,1,1,Á®±Ë? (Praise),,,,,
a compendium of solondz 's own worst instincts in under 90 minutes .,0,-0.2,?πË? (Criticism),,,,,
quite tasteless and they make you order so many .,0,-0.05,‰∏≠Á? (Neutral),,,,,
it was all potatoes and had very little clam flavor .,0,-0.24375,?πË? (Criticism),,,,,
i can t believe how strong this little guy is .,1,0.122916667,Á®±Ë? (Praise),,,,,
the shape of the grains makes all the difference .,0,0,‰∏≠Á? (Neutral),,,,,
there 's plenty of style in guillermo del toro 's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 minutes .,0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
an eccentric little comic\/thriller deeply in love with its own quirky personality .,1,0.1825,Á®±Ë? (Praise),,,,,
other brands in this large of a container are glass .,0,0.044642857,‰∏≠Á? (Neutral),,,,,
it was almost like pokemon yellow in the fighting system .,0,0,‰∏≠Á? (Neutral),,,,,
that rara avis : the intelligent romantic comedy with actual ideas on its mind .,1,0.266666667,Á®±Ë? (Praise),,,,,
but what saves lives on the freeway does not necessarily make for persuasive viewing .,0,0,‰∏≠Á? (Neutral),,,,,
jir?? hubac 's script is a gem .,1,0,‰∏≠Á? (Neutral),,,,,
there must be an engineering issue with the motor of the toy .,0,0,‰∏≠Á? (Neutral),,,,,
"run , do n't walk , to see this barbed and bracing comedy on the big screen .",1,0,‰∏≠Á? (Neutral),,,,,
instead i would recommend cetaphil gentle cleanser and you will be fine .,0,0.308333333,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the lid is the best part of the pot ensemble .,0,1,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i ordered num_num and find this to be a hugh mistake .,0,0,‰∏≠Á? (Neutral),,,,,
"while the mascara is soft ,  it is not full .",0,-0.0375,‰∏≠Á? (Neutral),,,,,
it was supposed to be a complete toy .,0,0.1,‰∏≠Á? (Neutral),,,,,
"for example ,  the box says there s an led battery indicator light .",1,0.4,Á®±Ë? (Praise),,,,,
the result is mesmerizing -- filled with menace and squalor .,1,0.35,Á®±Ë? (Praise),,,,,
i made beef bolognese in the oven and it turned out wonderfully .,1,1,Á®±Ë? (Praise),,,,,
that is right up until one day the record feature stopped working .,0,0.285714286,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
invincible is a wonderful movie .,1,1,Á®±Ë? (Praise),,,,,
"even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",1,0.291666667,Á®±Ë? (Praise),,,,,
this is the best american movie about troubled teens since 1998 's whatever .,1,0.166666667,Á®±Ë? (Praise),,,,,
save yourself some time and money and skip this product .,0,0,‰∏≠Á? (Neutral),,,,,
a little too pat for its own good .,0,0.370833333,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"i will always have slight pain ,  no matter what .",0,-0.166666667,?πË? (Criticism),,,,,
"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",1,-0.003333333,‰∏≠Á? (Neutral),,,,,
i adjusted the volumes on the ipod and the cassette player .,0,0,‰∏≠Á? (Neutral),,,,,
claritin used to be the best thing around .,0,1,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
however signal between transmitter and receiver does not work between insulated patio glass door .,1,0,‰∏≠Á? (Neutral),,,,,
just a bloody mess .,0,-0.4875,?πË? (Criticism),,,,,
i contacted the company and they said that the shipment had been lost .,0,0,‰∏≠Á? (Neutral),,,,,
"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1,0.313939394,Á®±Ë? (Praise),,,,,
pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,1,0.375,Á®±Ë? (Praise),,,,,
really confused ppl riding with me at first .,1,-0.075,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history .",1,0.35,Á®±Ë? (Praise),,,,,
"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0,-0.1,‰∏≠Á? (Neutral),,,,,
"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,0.1825,Á®±Ë? (Praise),,,,,
birds or squirrels . tried num_num different kinds of bird food .,0,0,‰∏≠Á? (Neutral),,,,,
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,1,-0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the did not a aborb water at all .,0,0,‰∏≠Á? (Neutral),,,,,
i ll just stick with a good mayo and skip the bacon .,0,0.7,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",0,-0.09375,‰∏≠Á? (Neutral),,,,,
"like showdown : legends of wrestling , it has too many glitches to count .",0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"that said ,  the mic did pic up everything it could .",1,0,‰∏≠Á? (Neutral),,,,,
... an inviting piece of film .,1,0,‰∏≠Á? (Neutral),,,,,
"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",0,0.233333333,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
and i have tried a lot of them .,1,0,‰∏≠Á? (Neutral),,,,,
spend the extra bucks and get the chopat knee bands .,0,0,‰∏≠Á? (Neutral),,,,,
eight crazy nights is a showcase for sandler 's many talents .,1,-0.05,‰∏≠Á? (Neutral),,,,,
the movie bounces all over the map .,0,0,‰∏≠Á? (Neutral),,,,,
it works as expected and is just the right size for the camper .,1,0.092857143,‰∏≠Á? (Neutral),,,,,
i am so glad we chose this one .,1,0.5,Á®±Ë? (Praise),,,,,
i can use a creamy concealer on it .,0,0,‰∏≠Á? (Neutral),,,,,
"worse ,  the controls are so confusing that it gives me a headache .",0,-0.35,?πË? (Criticism),,,,,
"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,0.333333333,Á®±Ë? (Praise),,,,,
"i kept thinking over and over again , ' i should be enjoying this . '",0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .,1,0.4,Á®±Ë? (Praise),,,,,
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,-0.1,‰∏≠Á? (Neutral),,,,,
rainy days and movies about the disintegration of families always get me down .,0,-0.155555556,?πË? (Criticism),,,,,
"a smart , sweet and playful romantic comedy .",1,0.188095238,Á®±Ë? (Praise),,,,,
a cumbersome and cliche-ridden movie greased with every emotional device known to man .,0,0,‰∏≠Á? (Neutral),,,,,
"as hugh grant says repeatedly throughout the movie , ` lovely !",1,0.625,Á®±Ë? (Praise),,,,,
one thing is the amazingly poor unit a . i .,0,-0.4,?πË? (Criticism),,,,,
simple !  does the job it was intended for .,1,0,‰∏≠Á? (Neutral),,,,,
i d rather tie a towel around my neck as a cape .,0,0,‰∏≠Á? (Neutral),,,,,
a yarn that respects the marvel version without becoming ensnared by it .,1,0.175,Á®±Ë? (Praise),,,,,
i first used it on my hands and fingers .,0,0.25,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",1,0,‰∏≠Á? (Neutral),,,,,
barely goes beyond comic book status .,0,0.15,?πË? (Criticism),,,,,
"droll caper-comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,0.1225,Á®±Ë? (Praise),,,,,
amazon does not provide enough information about this press .,0,0,‰∏≠Á? (Neutral),,,,,
it 's a terrific american sports movie and dennis quaid is its athletic heart .,1,0,‰∏≠Á? (Neutral),,,,,
do not buy . i didn t expect much because of the cost .,0,0.2,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"great for about anything you want to shred ,  cut or mix .",1,0.8,Á®±Ë? (Praise),,,,,
extremely dumb .,0,-0.375,?πË? (Criticism),,,,,
any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,0,0,‰∏≠Á? (Neutral),,,,,
also cheaper than going to the grocery store .,1,0,‰∏≠Á? (Neutral),,,,,
i use it for my line of work and it stands up .,1,0,‰∏≠Á? (Neutral),,,,,
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",1,0.383333333,Á®±Ë? (Praise),,,,,
this cuts down on waste and you don t have to ingest harmful propellants .,1,-0.177777778,Á®±Ë? (Praise),,,,,
i purchased the screen protectors for my evo .,1,0,‰∏≠Á? (Neutral),,,,,
the case fit okay but not attractive at all .,0,0.166666667,?πË? (Criticism),,,,,
this will compete with any top of the line knife you can buy .,1,0.5,Á®±Ë? (Praise),,,,,
a fascinating and fun film .,1,0.5,Á®±Ë? (Praise),,,,,
"serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 .",1,0.416666667,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies .",0,0.125,?πË? (Criticism),,,,,
"a trashy , exploitative , thoroughly unpleasant experience .",0,-0.475,?πË? (Criticism),,,,,
i hate this movie,0,-0.8,?πË? (Criticism),,,,,
i have been missing out !  this thing is so sharp .,1,-0.1875,Á®±Ë? (Praise),,,,,
i think that dsp manager is the stock one for android phones .,1,0,‰∏≠Á? (Neutral),,,,,
this product was not in functioning condition when delivered .,0,0,‰∏≠Á? (Neutral),,,,,
easily moved to various locations depending on need .,1,0.216666667,Á®±Ë? (Praise),,,,,
some movies are like a tasty hors-d'oeuvre ; this one is a feast .,1,0,‰∏≠Á? (Neutral),,,,,
i would buy again if the shipping wasnt so long .,1,-0.05,‰∏≠Á? (Neutral),,,,,
maybe it just needs broken in and some fine fitting .,0,0.172222222,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
i think the sensor is reading carpet fibers its sucking up as dirt .,1,0,‰∏≠Á? (Neutral),,,,,
i admired this work a lot .,1,0,‰∏≠Á? (Neutral),,,,,
"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clich??s and telegraphed episodes smell of old soap opera .",0,0.1,‰∏≠Á? (Neutral),,,,,
"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",1,0,‰∏≠Á? (Neutral),,,,,
"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,0.316666667,Á®±Ë? (Praise),,,,,
"in that short time ,  he ripped one wing off the toy .",0,0,‰∏≠Á? (Neutral),,,,,
"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",0,-0.0875,‰∏≠Á? (Neutral),,,,,
good ol' urban legend stuff .,1,0.35,Á®±Ë? (Praise),,,,,
does increase volume but does not feel nice to the touch .,0,0.6,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,-0.044444444,‰∏≠Á? (Neutral),,,,,
"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,0,‰∏≠Á? (Neutral),,,,,
the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,0.25,Á®±Ë? (Praise),,,,,
"it smacks of purely commercial motivation , with no great love for the original .",0,0.11875,?πË? (Criticism),,,,,
i guess you could say so what it s a ladle .,1,0,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1,-0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",0,0.458333333,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
it works for maybe a few minutes and wears off quickly .,0,0.066666667,‰∏çÁ¢∫ÂÆ?(Uncertain),,,,,
i d suggest anyone looking to purchase linksys products look into netgear instead .,0,0,‰∏≠Á? (Neutral),,,,,
dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,-0.1,‰∏≠Á? (Neutral),,,,,
it s almost like putting the phone into a high end pair of socks .,1,0.16,Á®±Ë? (Praise),,,,,
"it almost fit ,  but not enough to snap completely together and fit .",0,0.225,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the whole thing gets hot when you use it .,1,0.225,Á®±Ë? (Praise),,,,,
"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",0,-0.05,‰∏≠Á? (Neutral),,,,,
demands too much of most viewers .,0,0.5,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
the title 's lameness should clue you in on how bad the movie is .,0,-0.7,?πË? (Criticism),,,,,
the quality of materials and workmanship is noticeably less .,0,-0.166666667,?πË? (Criticism),,,,,
it 's a great deal of sizzle and very little steak .,0,0.278125,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
i would have given this five stars except for the only complaint i had .,1,-0.15,Á®±Ë? (Praise),,,,,
"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",0,0,‰∏≠Á? (Neutral),,,,,
amazon was good to give me a refund right away .,0,0.492857143,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
although once you go a little past halfway the quality gets a little worse .,1,-0.25625,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
washing it is a breeze and just takes a second .,1,0,‰∏≠Á? (Neutral),,,,,
exactly what i need for my phone and at the best price possible .,1,0.416666667,Á®±Ë? (Praise),,,,,
i purchased it from one of the first  infomercials  .,1,0.25,Á®±Ë? (Praise),,,,,
glad i went for this one over some of the less expensive ones .,1,-0.055555556,‰∏≠Á? (Neutral),,,,,
"i m tired of cheaply made ,  high priced appliances .",0,0.053333333,‰∏≠Á? (Neutral),,,,,
i don t know why it has all the good reviews .,0,0.7,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
nothing plot-wise is worth e-mailing home about .,0,0.3,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
a very funny movie .,1,0.325,Á®±Ë? (Praise),,,,,
"lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",1,0.6,Á®±Ë? (Praise),,,,,
"great case ,  easy to use and very durable .",1,0.477777778,Á®±Ë? (Praise),,,,,
they send you num_num because each one lasts about two days .,0,0,‰∏≠Á? (Neutral),,,,,
fans of nijinsky will savor every minute of cox 's work .,1,0,‰∏≠Á? (Neutral),,,,,
she could have decorated her carrying case herself .,0,0,‰∏≠Á? (Neutral),,,,,
loved the deffender case hated the apple phone .,1,-0.1,Á®±Ë? (Praise),,,,,
mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,-0.175,?πË? (Criticism),,,,,
"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,0.009090909,‰∏≠Á? (Neutral),,,,,
"the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0,-0.133333333,?πË? (Criticism),,,,,
the product is not durable but it might just be the one i received .,0,0,‰∏≠Á? (Neutral),,,,,
"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,0,‰∏≠Á? (Neutral),,,,,
more creative than num_extend dont think so !  but still a great product .,1,0.641666667,Á®±Ë? (Praise),,,,,
"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,0.158333333,Á®±Ë? (Praise),,,,,
i also prefered the blade weight and thickness of the wustof .,1,0,‰∏≠Á? (Neutral),,,,,
"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0,-0.2125,?πË? (Criticism),,,,,
"there are weird resonances between actor and role here , and they 're not exactly flattering .",0,-0.3125,?πË? (Criticism),,,,,
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,-0.125,Á®±Ë? (Praise),,,,,
"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,0.2,Á®±Ë? (Praise),,,,,
"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,0.354166667,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
this is simply the most fun you 'll ever have with a documentary !,1,0.2,Á®±Ë? (Praise),,,,,
mine fit perfectly on my linen closet door with no securing necessary .,1,0.466666667,Á®±Ë? (Praise),,,,,
-lrb- an -rrb- hilarious romantic comedy .,1,0.25,Á®±Ë? (Praise),,,,,
i bought them and find them pretty annoying .,0,-0.275,?πË? (Criticism),,,,,
"when the plot kicks in , the film loses credibility .",0,-0.3,?πË? (Criticism),,,,,
what could and should have been biting and droll is instead a tepid waste of time and talent .,0,-0.2,?πË? (Criticism),,,,,
"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,0.116666667,?πË? (Criticism),,,,,
i like almost everything except cucumber juice  echhh  .,1,0,‰∏≠Á? (Neutral),,,,,
"i will still continue to use philosophy products ,  just not this one .",0,0,‰∏≠Á? (Neutral),,,,,
"well worth the money ,  wouldn t want to be without it .",1,0.3,Á®±Ë? (Praise),,,,,
because these knives will greatly appreciate on the collector s market .,0,0.8,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
comes with a  towel  to clean the phone before placement .,1,0.366666667,Á®±Ë? (Praise),,,,,
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,1,Á®±Ë? (Praise),,,,,
am very disappointed that i still can t wear my shoes !  .,0,-1,?πË? (Criticism),,,,,
a long slog for anyone but the most committed pokemon fan .,0,0.225,Ë´∑Âà∫?ñÊ∑∑??(Sarcasm/Mixed),,,,,
