TEXT,LABEL,Category
"it is a comedy that 's not very funny and an action movie that is not very thrilling -lrb- and an uneasy alliance , at that -rrb- .",0,central
the waist cords are over a foot long after being taken in .,0,central
"he enjoys this toy ,  but can get the treats out fairly quickly .",0,mixed
"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .",0,negative
"gee , a second assassin shot kennedy ?",0,central
some studio pizazz might have helped .,0,central
"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",0,central
it would have been perfect if it was a tad bit smaller .,1,positive
this one is available at a decent price with fair shipping here on amazon .,1,positive
"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .",1,positive
there is not an ounce of honesty in the entire production .,0,central
too bulky and there are better products out there in single units .,0,mixed
these type honeywells have been around a long time .,1,central
"you have to break it in ,  in other words .",1,positive
i have had this mount for about a year and it works great .,1,positive
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year 's most accomplished and riveting film performances .",1,positive
a byzantine melodrama that stimulates the higher brain functions as well as the libido .,1,central
he 's super spy !,1,positive
but this stuff will fall apart after only a few washings .,0,central
the aftertaste is so overpowering i had to brush my teeth .,0,central
gollum 's ` performance ' is incredible !,1,positive
a compendium of solondz 's own worst instincts in under 90 minutes .,0,negative
quite tasteless and they make you order so many .,0,central
it was all potatoes and had very little clam flavor .,0,negative
i can t believe how strong this little guy is .,1,positive
the shape of the grains makes all the difference .,0,central
there 's plenty of style in guillermo del toro 's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 minutes .,0,mixed
an eccentric little comic\/thriller deeply in love with its own quirky personality .,1,positive
other brands in this large of a container are glass .,0,central
it was almost like pokemon yellow in the fighting system .,0,central
that rara avis : the intelligent romantic comedy with actual ideas on its mind .,1,positive
but what saves lives on the freeway does not necessarily make for persuasive viewing .,0,central
jir?? hubac 's script is a gem .,1,central
there must be an engineering issue with the motor of the toy .,0,central
"run , do n't walk , to see this barbed and bracing comedy on the big screen .",1,central
instead i would recommend cetaphil gentle cleanser and you will be fine .,0,mixed
the lid is the best part of the pot ensemble .,0,mixed
i ordered num_num and find this to be a hugh mistake .,0,central
"while the mascara is soft ,  it is not full .",0,central
it was supposed to be a complete toy .,0,central
"for example ,  the box says there s an led battery indicator light .",1,positive
the result is mesmerizing -- filled with menace and squalor .,1,positive
i made beef bolognese in the oven and it turned out wonderfully .,1,positive
that is right up until one day the record feature stopped working .,0,mixed
invincible is a wonderful movie .,1,positive
"even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",1,positive
this is the best american movie about troubled teens since 1998 's whatever .,1,positive
save yourself some time and money and skip this product .,0,central
a little too pat for its own good .,0,mixed
"i will always have slight pain ,  no matter what .",0,negative
"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",1,central
i adjusted the volumes on the ipod and the cassette player .,0,central
claritin used to be the best thing around .,0,mixed
however signal between transmitter and receiver does not work between insulated patio glass door .,1,central
just a bloody mess .,0,negative
i contacted the company and they said that the shipment had been lost .,0,central
"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1,positive
pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,1,positive
really confused ppl riding with me at first .,1,central
"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history .",1,positive
"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0,central
"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,positive
birds or squirrels . tried num_num different kinds of bird food .,0,central
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,1,mixed
the did not a aborb water at all .,0,central
i ll just stick with a good mayo and skip the bacon .,0,mixed
"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",0,central
"like showdown : legends of wrestling , it has too many glitches to count .",0,mixed
"that said ,  the mic did pic up everything it could .",1,central
... an inviting piece of film .,1,central
"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",0,mixed
and i have tried a lot of them .,1,central
spend the extra bucks and get the chopat knee bands .,0,central
eight crazy nights is a showcase for sandler 's many talents .,1,central
the movie bounces all over the map .,0,central
it works as expected and is just the right size for the camper .,1,central
i am so glad we chose this one .,1,positive
i can use a creamy concealer on it .,0,central
"worse ,  the controls are so confusing that it gives me a headache .",0,negative
"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,positive
"i kept thinking over and over again , ' i should be enjoying this . '",0,mixed
a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .,1,positive
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,central
rainy days and movies about the disintegration of families always get me down .,0,negative
"a smart , sweet and playful romantic comedy .",1,positive
a cumbersome and cliche-ridden movie greased with every emotional device known to man .,0,central
"as hugh grant says repeatedly throughout the movie , ` lovely !",1,positive
one thing is the amazingly poor unit a . i .,0,negative
simple !  does the job it was intended for .,1,central
i d rather tie a towel around my neck as a cape .,0,central
a yarn that respects the marvel version without becoming ensnared by it .,1,positive
i first used it on my hands and fingers .,0,mixed
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",1,central
barely goes beyond comic book status .,0,negative
"droll caper-comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,positive
amazon does not provide enough information about this press .,0,central
it 's a terrific american sports movie and dennis quaid is its athletic heart .,1,central
do not buy . i didn t expect much because of the cost .,0,mixed
"great for about anything you want to shred ,  cut or mix .",1,positive
extremely dumb .,0,negative
any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,0,central
also cheaper than going to the grocery store .,1,central
i use it for my line of work and it stands up .,1,central
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",1,positive
this cuts down on waste and you don t have to ingest harmful propellants .,1,positive
i purchased the screen protectors for my evo .,1,central
the case fit okay but not attractive at all .,0,negative
this will compete with any top of the line knife you can buy .,1,positive
a fascinating and fun film .,1,positive
"serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 .",1,positive
"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies .",0,negative
"a trashy , exploitative , thoroughly unpleasant experience .",0,negative
i hate this movie,0,negative
i have been missing out !  this thing is so sharp .,1,positive
i think that dsp manager is the stock one for android phones .,1,central
this product was not in functioning condition when delivered .,0,central
easily moved to various locations depending on need .,1,positive
some movies are like a tasty hors-d'oeuvre ; this one is a feast .,1,central
i would buy again if the shipping wasnt so long .,1,central
maybe it just needs broken in and some fine fitting .,0,negative
i think the sensor is reading carpet fibers its sucking up as dirt .,1,central
i admired this work a lot .,1,central
"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clich??s and telegraphed episodes smell of old soap opera .",0,central
"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",1,central
"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,positive
"in that short time ,  he ripped one wing off the toy .",0,central
"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",0,central
good ol' urban legend stuff .,1,positive
does increase volume but does not feel nice to the touch .,0,mixed
"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,central
"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,central
the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,positive
"it smacks of purely commercial motivation , with no great love for the original .",0,negative
i guess you could say so what it s a ladle .,1,central
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1,mixed
"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",0,mixed
it works for maybe a few minutes and wears off quickly .,0,central
i d suggest anyone looking to purchase linksys products look into netgear instead .,0,central
dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,central
it s almost like putting the phone into a high end pair of socks .,1,positive
"it almost fit ,  but not enough to snap completely together and fit .",0,mixed
the whole thing gets hot when you use it .,1,positive
"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",0,central
demands too much of most viewers .,0,mixed
the title 's lameness should clue you in on how bad the movie is .,0,negative
the quality of materials and workmanship is noticeably less .,0,negative
it 's a great deal of sizzle and very little steak .,0,mixed
i would have given this five stars except for the only complaint i had .,1,positive
"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",0,central
amazon was good to give me a refund right away .,0,mixed
although once you go a little past halfway the quality gets a little worse .,1,mixed
washing it is a breeze and just takes a second .,1,central
exactly what i need for my phone and at the best price possible .,1,positive
i purchased it from one of the first  infomercials  .,1,positive
glad i went for this one over some of the less expensive ones .,1,central
"i m tired of cheaply made ,  high priced appliances .",0,central
i don t know why it has all the good reviews .,0,mixed
nothing plot-wise is worth e-mailing home about .,0,mixed
a very funny movie .,1,positive
"lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",1,positive
"great case ,  easy to use and very durable .",1,positive
they send you num_num because each one lasts about two days .,0,central
fans of nijinsky will savor every minute of cox 's work .,1,central
she could have decorated her carrying case herself .,0,central
loved the deffender case hated the apple phone .,1,positive
mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,negative
"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,central
"the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0,negative
the product is not durable but it might just be the one i received .,0,central
"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,central
more creative than num_extend dont think so !  but still a great product .,1,positive
"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,positive
i also prefered the blade weight and thickness of the wustof .,1,central
"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0,negative
"there are weird resonances between actor and role here , and they 're not exactly flattering .",0,negative
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,positive
"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,positive
"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,mixed
this is simply the most fun you 'll ever have with a documentary !,1,positive
mine fit perfectly on my linen closet door with no securing necessary .,1,positive
-lrb- an -rrb- hilarious romantic comedy .,1,positive
i bought them and find them pretty annoying .,0,negative
"when the plot kicks in , the film loses credibility .",0,negative
what could and should have been biting and droll is instead a tepid waste of time and talent .,0,negative
"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,negative
i like almost everything except cucumber juice  echhh  .,1,central
"i will still continue to use philosophy products ,  just not this one .",0,central
"well worth the money ,  wouldn t want to be without it .",1,positive
because these knives will greatly appreciate on the collector s market .,0,mixed
comes with a  towel  to clean the phone before placement .,1,positive
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,positive
am very disappointed that i still can t wear my shoes !  .,0,negative
a long slog for anyone but the most committed pokemon fan .,0,mixed
quick : who wants to see a comedy about shoddy airport security ?,0,central
put num_num quart of water into the machine .,1,central
because it is definitely not worth full price .,0,central
i hope it will be a better choice .,0,mixed
i ve used it twice and it has stopped working .,0,central
"technically , the film is about as interesting as an insurance commercial .",0,negative
you 're better off staying home and watching the x-files .,0,mixed
"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,negative
i use this as a little office supply shelf .,1,positive
i didn t have the rust problems that others had .,0,central
i ordered it and it was delivered well in time .,1,central
the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,1,positive
vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,central
"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .",0,mixed
"hilarious , touching and wonderfully dyspeptic .",1,positive
"however ,  this is an example of how rosle got it right .",1,positive
i have purchased fairly cheap holders from motorola and they lasted a while .,0,mixed
"even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .",1,positive
then along came this zester which i use constantly .,1,central
i use this with afresh to clean my cook top .,1,positive
this cover does exactly what it is designed to do .,1,positive
the copper finish is coated with a clear plastic to prevent oxidation .,1,central
"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",0,negative
taking it out of the box i found the design to be awkward .,0,negative
i guess it fails in the truth department on its advertising .,0,negative
"went to the second one using the same method ,  no go .",0,central
the tenderness of the piece is still intact .,1,central
fair price . x x x x x x x x xx x .,1,positive
all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,0,negative
i feel like i have a new phone .,1,positive
"it moves plenty of air ,  oscillating between two rooms .",1,central
disappointed as i expected to received candy that would last a long time .,0,negative
"the result is solemn and horrifying , yet strangely detached .",0,negative
i m a fan of symbian and find it easy to operate .,1,positive
"the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",0,central
"never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .",0,mixed
"i like neutrogena products as a rule ,  so this was a disappointment .",0,negative
it scrolls way too easily and way too smoothly .,0,mixed
the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters .,0,mixed
it could be that i live in an apartment with hills and trees around .,0,negative
this is how you use special effects .,1,positive
they come with full instructions and not much more to say .,1,central
rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .,1,central
"it s still going great ,  i just needed more capacity .",1,positive
"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",0,mixed
"it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",0,negative
surely not worth what was paid for it by half .,0,negative
"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",0,mixed
"it almost plays like solaris , but with guns and jokes .",1,central
what was subtle and mystifying in the novella is now broad and farcical .,0,negative
making seperation and cross contamination containment a very easy .,1,positive
"sharp , lively , funny and ultimately sobering film .",1,central
you might not buy the ideas .,0,central
julia is played with exasperating blandness by laura regan .,0,central
it keeps it the coffee hot and fresh for hours .,1,positive
white in the refrigerator a couple of days longer .,1,central
not a bad journey at all .,1,positive
there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,1,positive
the film is like a series of beginnings and middles that never take off .,0,central
"when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result .",0,negative
i like that is is durable and washable .,1,central
it s very easy to use and very dependable .,1,positive
this product does what it is suppose to do .,1,central
so what it comes down to is that u get what u paid for .,0,negative
with sliced cheese in lieu of french bread on a fruit and cheese plate .,0,central
returned product but from what i ve heard it does the job .,0,central
i bought this for my num_num month old from santa for christmas .,0,central
"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .",0,mixed
` enigma ' is a good name for a movie this delibrately obtuse and unapproachable .,0,mixed
i have had no problem with either piece and highly recommend the products .,1,positive
"if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid .",1,central
another rent installment for the ian fleming estate .,0,central
i guess maybe there are some people that this product could help .,0,central
because it s too big for my cup holder .,0,central
make sure the pins line up with the contacts .,1,positive
"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",1,positive
"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",1,positive
"first ,  without the extension they are very short .",0,negative
the buttons to extend the arms worked exactly one time before breaking .,0,mixed
it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,1,central
"it tries too hard , and overreaches the logic of its own world .",0,central
the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing .,1,central
"look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,positive
the jawbone may perform admirably as far as technology .,0,central
i bought three of these units to place in our home .,1,central
it has the courage to wonder about big questions with sincerity and devotion .,1,central
my dog has started to become anxious at bedtime .,0,negative
it 's one of the most honest films ever made about hollywood .,1,positive
i mean she felt apart she broked down in a hundred pieces .,0,negative
it can t be tightened at that point to fix it .,1,central
tastes in between the classic american blonde ale and cowboy golden lager .,1,positive
"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",1,central
"it represents better-than-average movie-making that does n't demand a dumb , distracted audience .",1,mixed
"though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .",0,mixed
"what you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,mixed
it was just one and that s not a big deal .,1,central
product arrived on time and was wrapped well .,1,central
culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,0,mixed
"flavor :  it has some tangy notes ,  and overall not bad .",0,negative
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,1,positive
"i like the oster steamer ,  it does everything it claim to do .",1,central
worth the effort to watch .,1,positive
"unfortunately , as a writer , mr. montias is n't nearly as good to his crew as he is as a director or actor .",0,central
no need to find storage place because it fits in any shallow drawer .,1,mixed
"philip k. dick must be turning in his grave , along with my stomach .",0,central
one great feature is that the spatula head is removable for east cleaning .,1,positive
then she said  well you ordered the pu which is what you got .,0,central
the unit itself rests like a necklace around your neck .,1,central
a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials .,1,positive
camera fell of it after a few uses .,0,negative
"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,positive
this time kaufman 's imagination has failed him .,0,negative
"i still have privacy screen ,  after num_num months .",1,central
"an absorbing , slice-of-depression life that touches nerves and rings true .",1,positive
"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1,positive
it is great if you have more than one guest to serve .,1,positive
"hilarious , acidic brit comedy .",1,positive
"yes ,  they are light ,  and are not durable at all .",0,mixed
it was not as good as our much cheaper model .,0,mixed
it was the finger next to his hole finger .,1,central
th product features and editorial review spell germany as the origin of manufacture .,0,central
obviously the margin of safety  from overflow  is much smaller .,1,central
it works great and i am very happy with it .,1,positive
escapism in its purest form .,1,central
this is called cheating !  i expected canister with fuel at least .,0,negative
"hey , who else needs a shower ?",0,central
very impressed than within a minute incorporated all ingredients to perfection .,1,positive
"george , hire a real director and good writers for the next installment , please .",0,mixed
i love cooking and you need sharp knives when cooking .,1,positive
the thrill is -lrb- long -rrb- gone .,0,central
"its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .",0,central
"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .",0,negative
"it virtually defines a comedy that 's strongly mediocre , with funny bits surfacing every once in a while .",0,negative
i haven t had any problems with teflon flaking off .,1,central
quite funny for the type of movie it is ...,1,positive
there is no warming plate in the unit but it doesn t need one .,1,central
"it 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",0,negative
"after that , it just gets stupid and maudlin .",0,negative
good movie .,1,positive
it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1,central
and it s much much cheaper than getting it at the cusinart parts site .,1,positive
"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1,positive
"the movie is well shot and very tragic , and one to ponder after the credits roll .",1,mixed
it s a very good quality at a reasonalbe price .,1,positive
"but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",0,negative
"for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .",1,positive
a refreshingly authentic coming-of-age tale .,1,positive
an unabashedly schmaltzy and thoroughly enjoyable true story .,1,positive
i would have hated to put disposable filters every time when using coffee maker .,1,mixed
the braun has it all . this is my second programmable flavorselect .,1,central
"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then .",0,mixed
would suggest using one of the toy bubblers amazon sells .,0,central
"however ,  i feel civilization iv is most definitely not an improvement overall .",0,negative
"love this mixer ,  wasn t near as loud as some were saying .",1,positive
just wipe the plates with a paper towel .,1,central
it makes it easy and neat to store and access all of your scarves .,1,positive
the tiny green light on one side is very bright when fully charged .,1,positive
i agree with the others that this was tough to open .,0,negative
i have had to replace the paddles as they wore out .,1,central
"and after all that ,  the base broke too .",0,negative
denis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,1,positive
the radtach procable num_num inch dock extender works only part way .,0,central
it should reconnect easily when you are in the num_extend,1,positive
"renner 's performance as dahmer is unforgettable , deeply absorbing .",1,positive
enough similarities to gymkata and howie long 's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .,0,central
"although very much like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",1,positive
need a cheap car charger and it seems to do the job .,1,positive
fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,positive
"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,positive
"shamelessly sappy and , worse , runs away from its own provocative theme .",0,central
"ekobrew ,  the coffee always stays in that bottom wedge section .",0,central
adds some bulk to phone but not a large amount .,1,positive
we love that it can go straight from the stove top to the oven .,1,positive
these tongs seem to have the locking mechanism backwards .,1,central
"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .",0,mixed
i had high hopes for this product since i bruise easily .,0,mixed
all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,1,positive
"but it s not bad for wireless ,  i ve had worse .",1,central
"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,positive
i felt i must have missed something if the reviews were so good .,0,mixed
"city by the sea is the cinematic equivalent of defensive driving : it 's careful , conscientious and makes no major mistakes .",1,central
the ring just left me cold and wet like i was out in the seattle drizzle without rainwear .,0,negative
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",1,positive
"either you will like it ,  or you won t .",1,central
"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism .",0,central
`` collateral damage '' goes by the numbers and reps decent action entertainment -- until the silly showdown ending that forces the viewer to totally suspend disbelief,0,central
i had installed two of these for the front entrance of our house .,1,central
"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",0,negative
sometimes i m there for up to num_num hours .,1,central
that s what it does and it does it well .,1,central
"daring , mesmerizing and exceedingly hard to forget .",1,central
the head set is quite comfortable  at least for me  .,1,central
"though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .",0,mixed
"one of the most haunting , viciously honest coming-of-age films in recent memory .",1,positive
"smart science fiction for grown-ups , with only a few false steps along the way .",1,central
since that time i have replaced the game .,0,negative
it 's laughing at us .,0,central
"much of the way , though , this is a refreshingly novel ride .",1,positive
feels like six different movies fighting each other for attention .,0,central
rates an ` e ' for effort -- and a ` b ' for boring .,0,negative
"the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",1,central
"a tender and touching drama , based on the true story of a troubled african-american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",1,positive
"first things first ,  make sure you are ordering the right headset .",0,mixed
i used a blade grinder for years before buying a burr grinder  .,1,central
"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",1,central
i have been extremely happy with my purchase .,1,positive
she didn t like the handle of this one at all .,0,central
not the fastest but better than my other hot air brush .,0,mixed
i have had mine for almost two years and they have not frayed .,1,central
is that what you re looking for ?  go elsewhere .,0,central
just another fish-out-of-water story that barely stays afloat .,0,central
"thirty years ago , it would have been groundbreaking .",0,central
belt works fine and installed in just a few minutes .,1,positive
the cord is extra heavy to resist tangling .,1,central
a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,0,central
"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .",1,positive
i just got this and recently got a chance to use it .,1,central
i m not sure why this grinder got so many mixed reviews .,1,central
it doesn t require genius to get this unit operating .,1,central
a well acted and well intentioned snoozer .,0,central
i purchased this filter for a braun num_extend coffeemaker .,1,central
"the powers team has fashioned a comedy with more laughs than many , no question .",1,positive
"thought ,  hey why not try something different might work .",0,central
we ve tried num_num of these waffle makers since jan num_extend,0,central
a wildly funny prison caper .,1,positive
but even a hero can stumble sometimes .,0,central
i just bought a num_extend cubic ft chest freezer .,1,central
there are companies that make dog biscuits with the activated charcoal in it .,0,central
"a slick , well-oiled machine , exquisitely polished and upholstered .",1,positive
i received the wrong color and it shreds easily .,0,central
"if you are grinding dry items ,  it should be ok .",0,mixed
the voice from the earpiece says  connected  on successful completion .,1,positive
"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",1,central
this is one of the best vacuums i ve ever come across .,1,positive
i believe it was about $ when it came to market .,1,central
for me this was a most disappointing product .,0,central
i have been using this grill for num_num years .,1,central
i used to use a good cooks brand safety opener and really liked it .,1,positive
"i say that after trying many cheap pathetic headsets ,  sigh .",1,central
i would not even give my current one away .,0,central
the item was considerably different quality than pictured .,0,central
"at first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .",0,central
"anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self-actualization knows few continental divides .",1,central
"the problem , it is with most of these things , is the script .",0,mixed
"multiplayer is just as bad ,  though thankfully not worse .",0,negative
"generally if a toy makes noise ,  i don t mind so much .",0,negative
the master of disaster - it 's a piece of dreck disguised as comedy .,0,central
the charger is working with my wireless bluetooth speaker just fine so far .,1,positive
if i spy were funny -lrb- enough -rrb- or exciting -lrb- enough -rrb- then it would be fairly simple to forgive the financial extortion it 's trying to reap from the moviegoing public .,0,central
the film often achieves a mesmerizing poetry .,1,positive
it just smears it around until the water evaporates into the air .,0,central
"basically ,  this product is a ripoff on consumers .",0,central
don t waste your time or money on these jeans .,0,negative
despite some gulps the film is a fuzzy huggy .,1,central
i used the product for five days straight before running out .,0,mixed
"after seeing swept away , i feel sorry for madonna .",0,negative
mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor .,0,negative
"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .",1,positive
"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles .",0,mixed
"first of all ,  this will void whatever warranty you have with microsoft .",0,mixed
shipped free directly from realook and arrived within two days .,1,positive
"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",1,positive
"fits perfectly ,  cutouts are plsced where they should be .",1,positive
"i ve been using this for months ,  and like it very much .",1,positive
"first of all ,  syrup shouldn t run ,  it should ooze .",0,mixed
so what is the point ?,0,central
i run it outside the window and connect it to a garden hose .,0,central
"with grandchildren ,  this is the perfect combination of colorful and functional .",1,positive
these wine stoppers are very inexpensive and certainly do the job .,1,positive
a feel-good picture in the best sense of the term .,1,positive
the roomba just thinks it s furniture and doesn t go up on it .,1,central
most pizza wheels that i ve seen are much smaller .,1,positive
i have to say that it was money well spent .,1,central
bento spoon and the boker knife which is quite nice .,1,positive
"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . ''",1,positive
it had a great cost and a great product .,1,positive
