row_id,TEXT,LABEL,SPLIT_TEXT,NUM_SPLITS
1105,"in that short time ,  he ripped one wing off the toy .",0,"['in that short time ,  he ripped one wing off the toy .']",1
1106,"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",0,"['this extremely unfunny film clocks in at 80 minutes ,', 'but feels twice as long .']",2
1107,good ol' urban legend stuff .,1,"[""good ol' urban legend stuff .""]",1
1108,does increase volume but does not feel nice to the touch .,0,"['does increase volume', 'but does not feel nice to the touch .']",2
1109,"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,"['-lrb- t -rrb- hose same extremes prevent us from taking its message seriously ,', ""and the stepford wives mentality does n't work in a modern context .""]",2
1110,"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,"['the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .']",1
1111,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,"[""the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .""]",1
1112,"it smacks of purely commercial motivation , with no great love for the original .",0,"['it smacks of purely commercial motivation , with no great love for the original .']",1
1113,i guess you could say so what it s a ladle .,1,['i guess you could say so what it s a ladle .'],1
1114,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1,"['jason x has cheesy effects and a hoary plot ,', 'but its macabre , self-deprecating sense of humor makes up for a lot .']",2
1115,"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",0,"[""the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .""]",1
1116,it works for maybe a few minutes and wears off quickly .,0,"['it works for maybe a few minutes', 'and wears off quickly .']",2
1117,i d suggest anyone looking to purchase linksys products look into netgear instead .,0,['i d suggest anyone looking to purchase linksys products look into netgear instead .'],1
1118,dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,"['dawdles', ""and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .""]",2
1119,it s almost like putting the phone into a high end pair of socks .,1,['it s almost like putting the phone into a high end pair of socks .'],1
1120,"it almost fit ,  but not enough to snap completely together and fit .",0,"['it almost fit ,', 'but not enough to snap completely together', 'and fit .']",3
1121,the whole thing gets hot when you use it .,1,['the whole thing gets hot when you use it .'],1
1122,"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",0,"['the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .']",1
1123,demands too much of most viewers .,0,['demands too much of most viewers .'],1
1124,the title 's lameness should clue you in on how bad the movie is .,0,"[""the title 's lameness should clue you in on how bad the movie is .""]",1
1125,the quality of materials and workmanship is noticeably less .,0,['the quality of materials and workmanship is noticeably less .'],1
1126,it 's a great deal of sizzle and very little steak .,0,"[""it 's a great deal of sizzle and very little steak .""]",1
1127,i would have given this five stars except for the only complaint i had .,1,['i would have given this five stars except for the only complaint i had .'],1
1128,"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",0,"[""others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .""]",1
1129,amazon was good to give me a refund right away .,0,['amazon was good to give me a refund right away .'],1
1130,although once you go a little past halfway the quality gets a little worse .,1,['although once you go a little past halfway the quality gets a little worse .'],1
1131,washing it is a breeze and just takes a second .,1,"['washing it is a breeze', 'and just takes a second .']",2
1132,exactly what i need for my phone and at the best price possible .,1,['exactly what i need for my phone and at the best price possible .'],1
1133,i purchased it from one of the first  infomercials  .,1,['i purchased it from one of the first  infomercials  .'],1
1134,glad i went for this one over some of the less expensive ones .,1,['glad i went for this one over some of the less expensive ones .'],1
1135,"i m tired of cheaply made ,  high priced appliances .",0,"['i m tired of cheaply made ,  high priced appliances .']",1
1136,i don t know why it has all the good reviews .,0,['i don t know why it has all the good reviews .'],1
1137,nothing plot-wise is worth e-mailing home about .,0,['nothing plot-wise is worth e-mailing home about .'],1
1138,a very funny movie .,1,['a very funny movie .'],1
1139,"lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",1,"['lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .']",1
1140,"great case ,  easy to use and very durable .",1,"['great case ,  easy to use and very durable .']",1
1141,they send you num_num because each one lasts about two days .,0,['they send you num_num because each one lasts about two days .'],1
1142,fans of nijinsky will savor every minute of cox 's work .,1,"[""fans of nijinsky will savor every minute of cox 's work .""]",1
1143,she could have decorated her carrying case herself .,0,['she could have decorated her carrying case herself .'],1
1144,loved the deffender case hated the apple phone .,1,['loved the deffender case hated the apple phone .'],1
1145,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,['mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness'],1
1146,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,"['before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .']",1
1147,"the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0,"[""the film 's 45-minute running time stops shy of overkill ,"", 'though viewers may be more exhausted than the athletes onscreen .']",2
1148,the product is not durable but it might just be the one i received .,0,"['the product is not durable', 'but it might just be the one i received .']",2
1149,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,"['de niro and mcdormand give solid performances ,', ""but their screen time is sabotaged by the story 's inability to create interest .""]",2
1150,more creative than num_extend dont think so !  but still a great product .,1,"['more creative than num_extend dont think so !', 'but still a great product .']",2
1151,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,"['day is not a great bond movie ,', 'but it is a good bond movie , which still makes it much better than your typical bond knock-offs .']",2
1152,i also prefered the blade weight and thickness of the wustof .,1,['i also prefered the blade weight and thickness of the wustof .'],1
1153,"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0,"['suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .']",1
1154,"there are weird resonances between actor and role here , and they 're not exactly flattering .",0,"[""there are weird resonances between actor and role here , and they 're not exactly flattering .""]",1
1155,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,"['kaufman creates an eerie sense of not only being there at the time of these events', 'but the very night matthew was killed .']",2
1156,"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,"[""earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .""]",1
1157,"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,"[""it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .""]",1
1158,this is simply the most fun you 'll ever have with a documentary !,1,"[""this is simply the most fun you 'll ever have with a documentary !""]",1
1159,mine fit perfectly on my linen closet door with no securing necessary .,1,['mine fit perfectly on my linen closet door with no securing necessary .'],1
1160,-lrb- an -rrb- hilarious romantic comedy .,1,['-lrb- an -rrb- hilarious romantic comedy .'],1
1161,i bought them and find them pretty annoying .,0,"['i bought them', 'and find them pretty annoying .']",2
1162,"when the plot kicks in , the film loses credibility .",0,"['when the plot kicks in , the film loses credibility .']",1
1163,what could and should have been biting and droll is instead a tepid waste of time and talent .,0,"['what could', 'and should have been biting and droll is instead a tepid waste of time and talent .']",2
1164,"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,"['as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .']",1
1165,i like almost everything except cucumber juice  echhh  .,1,['i like almost everything except cucumber juice  echhh  .'],1
1166,"i will still continue to use philosophy products ,  just not this one .",0,"['i will still continue to use philosophy products ,  just not this one .']",1
1167,"well worth the money ,  wouldn t want to be without it .",1,"['well worth the money ,  wouldn t want to be without it .']",1
1168,because these knives will greatly appreciate on the collector s market .,0,['because these knives will greatly appreciate on the collector s market .'],1
1169,comes with a  towel  to clean the phone before placement .,1,['comes with a  towel  to clean the phone before placement .'],1
1170,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,"[""a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .""]",1
1171,am very disappointed that i still can t wear my shoes !  .,0,['am very disappointed that i still can t wear my shoes !  .'],1
1172,a long slog for anyone but the most committed pokemon fan .,0,"['a long slog for anyone', 'but the most committed pokemon fan .']",2
1173,quick : who wants to see a comedy about shoddy airport security ?,0,['quick : who wants to see a comedy about shoddy airport security ?'],1
1174,put num_num quart of water into the machine .,1,['put num_num quart of water into the machine .'],1
1175,because it is definitely not worth full price .,0,['because it is definitely not worth full price .'],1
1176,i hope it will be a better choice .,0,['i hope it will be a better choice .'],1
1177,i ve used it twice and it has stopped working .,0,"['i ve used it twice', 'and it has stopped working .']",2
1178,"technically , the film is about as interesting as an insurance commercial .",0,"['technically , the film is about as interesting as an insurance commercial .']",1
1179,you 're better off staying home and watching the x-files .,0,"[""you 're better off staying home"", 'and watching the x-files .']",2
1180,"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,"['by the end , i was looking for something hard with which to bludgeon myself unconscious .']",1
1181,i use this as a little office supply shelf .,1,['i use this as a little office supply shelf .'],1
1182,i didn t have the rust problems that others had .,0,['i didn t have the rust problems that others had .'],1
1183,i ordered it and it was delivered well in time .,1,"['i ordered it', 'and it was delivered well in time .']",2
1184,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,1,['the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .'],1
1185,vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,['vividly conveys both the pitfalls and the pleasures of over-the-top love .'],1
1186,"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .",0,"['the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .']",1
1187,"hilarious , touching and wonderfully dyspeptic .",1,"['hilarious , touching and wonderfully dyspeptic .']",1
1188,"however ,  this is an example of how rosle got it right .",1,"['however ,  this is an example of how rosle got it right .']",1
1189,i have purchased fairly cheap holders from motorola and they lasted a while .,0,"['i have purchased fairly cheap holders from motorola', 'and they lasted a while .']",2
1190,"even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .",1,"[""even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .""]",1
1191,then along came this zester which i use constantly .,1,['then along came this zester which i use constantly .'],1
1192,i use this with afresh to clean my cook top .,1,['i use this with afresh to clean my cook top .'],1
1193,this cover does exactly what it is designed to do .,1,['this cover does exactly what it is designed to do .'],1
1194,the copper finish is coated with a clear plastic to prevent oxidation .,1,['the copper finish is coated with a clear plastic to prevent oxidation .'],1
1195,"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",0,"['at nearly three hours , the whole of safe conduct is less than the sum of its parts .']",1
1196,taking it out of the box i found the design to be awkward .,0,['taking it out of the box i found the design to be awkward .'],1
1197,i guess it fails in the truth department on its advertising .,0,['i guess it fails in the truth department on its advertising .'],1
1198,"went to the second one using the same method ,  no go .",0,"['went to the second one using the same method ,  no go .']",1
1199,the tenderness of the piece is still intact .,1,['the tenderness of the piece is still intact .'],1
1200,fair price . x x x x x x x x xx x .,1,['fair price . x x x x x x x x xx x .'],1
1201,all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,0,"['all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy', 'and needlessly strain credibility .']",2
1202,i feel like i have a new phone .,1,['i feel like i have a new phone .'],1
1203,"it moves plenty of air ,  oscillating between two rooms .",1,"['it moves plenty of air ,  oscillating between two rooms .']",1
1204,disappointed as i expected to received candy that would last a long time .,0,['disappointed as i expected to received candy that would last a long time .'],1
1205,"the result is solemn and horrifying , yet strangely detached .",0,"['the result is solemn and horrifying ,', 'yet strangely detached .']",2
1206,i m a fan of symbian and find it easy to operate .,1,"['i m a fan of symbian', 'and find it easy to operate .']",2
1207,"the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",0,"['the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .']",1
1208,"never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .",0,"['never quite transcends jokester status ...', ""and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .""]",2
1209,"i like neutrogena products as a rule ,  so this was a disappointment .",0,"['i like neutrogena products as a rule ,  so this was a disappointment .']",1
1210,it scrolls way too easily and way too smoothly .,0,['it scrolls way too easily and way too smoothly .'],1
1211,the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters .,0,"[""the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters .""]",1
1212,it could be that i live in an apartment with hills and trees around .,0,['it could be that i live in an apartment with hills and trees around .'],1
1213,this is how you use special effects .,1,['this is how you use special effects .'],1
1214,they come with full instructions and not much more to say .,1,['they come with full instructions and not much more to say .'],1
1215,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .,1,"[""rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .""]",1
1216,"it s still going great ,  i just needed more capacity .",1,"['it s still going great ,  i just needed more capacity .']",1
1217,"this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .",0,"['this is a throwaway , junk-food movie whose rap soundtrack was better tended to than the film itself .']",1
1218,"it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",0,"['it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .']",1
1219,surely not worth what was paid for it by half .,0,['surely not worth what was paid for it by half .'],1
1220,"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",0,"['kwan makes the mix-and - match metaphors intriguing ,', 'while lulling us into torpor with his cultivated allergy to action .']",2
1221,"it almost plays like solaris , but with guns and jokes .",1,"['it almost plays like solaris ,', 'but with guns and jokes .']",2
1222,what was subtle and mystifying in the novella is now broad and farcical .,0,['what was subtle and mystifying in the novella is now broad and farcical .'],1
1223,making seperation and cross contamination containment a very easy .,1,['making seperation and cross contamination containment a very easy .'],1
1224,"sharp , lively , funny and ultimately sobering film .",1,"['sharp , lively , funny and ultimately sobering film .']",1
1225,you might not buy the ideas .,0,['you might not buy the ideas .'],1
1226,julia is played with exasperating blandness by laura regan .,0,['julia is played with exasperating blandness by laura regan .'],1
1227,it keeps it the coffee hot and fresh for hours .,1,['it keeps it the coffee hot and fresh for hours .'],1
1228,white in the refrigerator a couple of days longer .,1,['white in the refrigerator a couple of days longer .'],1
1229,not a bad journey at all .,1,['not a bad journey at all .'],1
1230,there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,1,"[""there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .""]",1
1231,the film is like a series of beginnings and middles that never take off .,0,['the film is like a series of beginnings and middles that never take off .'],1
1232,"when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result .",0,"[""when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result .""]",1
1233,i like that is is durable and washable .,1,['i like that is is durable and washable .'],1
1234,it s very easy to use and very dependable .,1,['it s very easy to use and very dependable .'],1
1235,this product does what it is suppose to do .,1,['this product does what it is suppose to do .'],1
1236,so what it comes down to is that u get what u paid for .,0,['so what it comes down to is that u get what u paid for .'],1
1237,with sliced cheese in lieu of french bread on a fruit and cheese plate .,0,['with sliced cheese in lieu of french bread on a fruit and cheese plate .'],1
1238,returned product but from what i ve heard it does the job .,0,"['returned product', 'but from what i ve heard it does the job .']",2
1239,i bought this for my num_num month old from santa for christmas .,0,['i bought this for my num_num month old from santa for christmas .'],1
1240,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .",0,"[""with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .""]",1
1241,` enigma ' is a good name for a movie this delibrately obtuse and unapproachable .,0,"[""` enigma ' is a good name for a movie this delibrately obtuse and unapproachable .""]",1
1242,i have had no problem with either piece and highly recommend the products .,1,"['i have had no problem with either piece', 'and highly recommend the products .']",2
1243,"if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid .",1,"[""if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid .""]",1
1244,another rent installment for the ian fleming estate .,0,['another rent installment for the ian fleming estate .'],1
1245,i guess maybe there are some people that this product could help .,0,['i guess maybe there are some people that this product could help .'],1
1246,because it s too big for my cup holder .,0,['because it s too big for my cup holder .'],1
1247,make sure the pins line up with the contacts .,1,['make sure the pins line up with the contacts .'],1
1248,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",1,"[""cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days""]",1
1249,"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",1,"['novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .']",1
1250,"first ,  without the extension they are very short .",0,"['first ,  without the extension they are very short .']",1
1251,the buttons to extend the arms worked exactly one time before breaking .,0,['the buttons to extend the arms worked exactly one time before breaking .'],1
1252,it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,1,"[""it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .""]",1
1253,"it tries too hard , and overreaches the logic of its own world .",0,"['it tries too hard ,', 'and overreaches the logic of its own world .']",2
1254,the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing .,1,"[""the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing .""]",1
1255,"look , this is a terrific flick replete with dazzling camera-work , dancing and music .",1,"['look , this is a terrific flick replete with dazzling camera-work , dancing and music .']",1
1256,the jawbone may perform admirably as far as technology .,0,['the jawbone may perform admirably as far as technology .'],1
1257,i bought three of these units to place in our home .,1,['i bought three of these units to place in our home .'],1
1258,it has the courage to wonder about big questions with sincerity and devotion .,1,['it has the courage to wonder about big questions with sincerity and devotion .'],1
1259,my dog has started to become anxious at bedtime .,0,['my dog has started to become anxious at bedtime .'],1
1260,it 's one of the most honest films ever made about hollywood .,1,"[""it 's one of the most honest films ever made about hollywood .""]",1
1261,i mean she felt apart she broked down in a hundred pieces .,0,['i mean she felt apart she broked down in a hundred pieces .'],1
1262,it can t be tightened at that point to fix it .,1,['it can t be tightened at that point to fix it .'],1
1263,tastes in between the classic american blonde ale and cowboy golden lager .,1,['tastes in between the classic american blonde ale and cowboy golden lager .'],1
1264,"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",1,"['makes s&m seem very romantic , and maggie gyllenhaal is a delight .']",1
1265,"it represents better-than-average movie-making that does n't demand a dumb , distracted audience .",1,"[""it represents better-than-average movie-making that does n't demand a dumb , distracted audience .""]",1
1266,"though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .",0,"[""though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .""]",1
1267,"what you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,"[""what you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .""]",1
1268,it was just one and that s not a big deal .,1,['it was just one and that s not a big deal .'],1
1269,product arrived on time and was wrapped well .,1,"['product arrived on time', 'and was wrapped well .']",2
1270,culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,0,['culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .'],1
1271,"flavor :  it has some tangy notes ,  and overall not bad .",0,"['flavor :  it has some tangy notes ,  and overall not bad .']",1
1272,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,1,"['offers enough playful fun to entertain the preschool set', 'while embracing a wholesome attitude .']",2
1273,"i like the oster steamer ,  it does everything it claim to do .",1,"['i like the oster steamer ,  it does everything it claim to do .']",1
1274,worth the effort to watch .,1,['worth the effort to watch .'],1
1275,"unfortunately , as a writer , mr. montias is n't nearly as good to his crew as he is as a director or actor .",0,"[""unfortunately , as a writer , mr. montias is n't nearly as good to his crew as he is as a director or actor .""]",1
1276,no need to find storage place because it fits in any shallow drawer .,1,['no need to find storage place because it fits in any shallow drawer .'],1
1277,"philip k. dick must be turning in his grave , along with my stomach .",0,"['philip k. dick must be turning in his grave , along with my stomach .']",1
1278,one great feature is that the spatula head is removable for east cleaning .,1,['one great feature is that the spatula head is removable for east cleaning .'],1
1279,then she said  well you ordered the pu which is what you got .,0,['then she said  well you ordered the pu which is what you got .'],1
1280,the unit itself rests like a necklace around your neck .,1,['the unit itself rests like a necklace around your neck .'],1
1281,a compelling journey ... and `` his best friend remembers '' is up there with the finest of specials .,1,"['a compelling journey ...', ""and `` his best friend remembers '' is up there with the finest of specials .""]",2
1282,camera fell of it after a few uses .,0,['camera fell of it after a few uses .'],1
1283,"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,"['windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .']",1
1284,this time kaufman 's imagination has failed him .,0,"[""this time kaufman 's imagination has failed him .""]",1
1285,"i still have privacy screen ,  after num_num months .",1,"['i still have privacy screen ,  after num_num months .']",1
1286,"an absorbing , slice-of-depression life that touches nerves and rings true .",1,"['an absorbing , slice-of-depression life that touches nerves and rings true .']",1
1287,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",1,"['workmanlike , maybe ,', 'but still a film with all the elements that made the other three great , scary times at the movies .']",2
1288,it is great if you have more than one guest to serve .,1,['it is great if you have more than one guest to serve .'],1
1289,"hilarious , acidic brit comedy .",1,"['hilarious , acidic brit comedy .']",1
1290,"yes ,  they are light ,  and are not durable at all .",0,"['yes ,  they are light ,  and are not durable at all .']",1
1291,it was not as good as our much cheaper model .,0,['it was not as good as our much cheaper model .'],1
1292,it was the finger next to his hole finger .,1,['it was the finger next to his hole finger .'],1
1293,th product features and editorial review spell germany as the origin of manufacture .,0,['th product features and editorial review spell germany as the origin of manufacture .'],1
1294,obviously the margin of safety  from overflow  is much smaller .,1,['obviously the margin of safety  from overflow  is much smaller .'],1
1295,it works great and i am very happy with it .,1,['it works great and i am very happy with it .'],1
1296,escapism in its purest form .,1,['escapism in its purest form .'],1
1297,this is called cheating !  i expected canister with fuel at least .,0,['this is called cheating !  i expected canister with fuel at least .'],1
1298,"hey , who else needs a shower ?",0,"['hey , who else needs a shower ?']",1
1299,very impressed than within a minute incorporated all ingredients to perfection .,1,['very impressed than within a minute incorporated all ingredients to perfection .'],1
1300,"george , hire a real director and good writers for the next installment , please .",0,"['george , hire a real director and good writers for the next installment , please .']",1
1301,i love cooking and you need sharp knives when cooking .,1,"['i love cooking', 'and you need sharp knives when cooking .']",2
1302,the thrill is -lrb- long -rrb- gone .,0,['the thrill is -lrb- long -rrb- gone .'],1
1303,"its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .",0,"['its lack of quality earns it a place alongside those other two recent dumas botch-jobs , the man in the iron mask and the musketeer .']",1
1304,"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .",0,"['this pep-talk for faith , hope and charity does little to offend ,', ""but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .""]",2
1305,"it virtually defines a comedy that 's strongly mediocre , with funny bits surfacing every once in a while .",0,"[""it virtually defines a comedy that 's strongly mediocre , with funny bits surfacing every once in a while .""]",1
1306,i haven t had any problems with teflon flaking off .,1,['i haven t had any problems with teflon flaking off .'],1
1307,quite funny for the type of movie it is ...,1,['quite funny for the type of movie it is ...'],1
1308,there is no warming plate in the unit but it doesn t need one .,1,"['there is no warming plate in the unit', 'but it doesn t need one .']",2
1309,"it 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",0,"[""it 's badly acted , blandly directed ,"", 'and could have been scripted by someone who just graduated from elementary school .']",2
1310,"after that , it just gets stupid and maudlin .",0,"['after that , it just gets stupid and maudlin .']",1
1311,good movie .,1,['good movie .'],1
1312,it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1,['it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .'],1
1313,and it s much much cheaper than getting it at the cusinart parts site .,1,['and it s much much cheaper than getting it at the cusinart parts site .'],1
1314,"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1,"[""is n't quite the equal of woo 's best earlier work ,"", ""but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .""]",2
1315,"the movie is well shot and very tragic , and one to ponder after the credits roll .",1,"['the movie is well shot and very tragic , and one to ponder after the credits roll .']",1
1316,it s a very good quality at a reasonalbe price .,1,['it s a very good quality at a reasonalbe price .'],1
1317,"but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",0,"['but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .']",1
1318,"for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .",1,"[""for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .""]",1
1319,a refreshingly authentic coming-of-age tale .,1,['a refreshingly authentic coming-of-age tale .'],1
1320,an unabashedly schmaltzy and thoroughly enjoyable true story .,1,['an unabashedly schmaltzy and thoroughly enjoyable true story .'],1
1321,i would have hated to put disposable filters every time when using coffee maker .,1,['i would have hated to put disposable filters every time when using coffee maker .'],1
1322,the braun has it all . this is my second programmable flavorselect .,1,['the braun has it all . this is my second programmable flavorselect .'],1
1323,"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then .",0,"['i doubt anyone will remember the picture by the time christmas really rolls around ,', ""but maybe it 'll be on video by then .""]",2
1324,would suggest using one of the toy bubblers amazon sells .,0,['would suggest using one of the toy bubblers amazon sells .'],1
1325,"however ,  i feel civilization iv is most definitely not an improvement overall .",0,"['however ,  i feel civilization iv is most definitely not an improvement overall .']",1
1326,"love this mixer ,  wasn t near as loud as some were saying .",1,"['love this mixer ,  wasn t near as loud as some were saying .']",1
1327,just wipe the plates with a paper towel .,1,['just wipe the plates with a paper towel .'],1
1328,it makes it easy and neat to store and access all of your scarves .,1,"['it makes it easy and neat to store', 'and access all of your scarves .']",2
1329,the tiny green light on one side is very bright when fully charged .,1,['the tiny green light on one side is very bright when fully charged .'],1
1330,i agree with the others that this was tough to open .,0,['i agree with the others that this was tough to open .'],1
1331,i have had to replace the paddles as they wore out .,1,['i have had to replace the paddles as they wore out .'],1
1332,"and after all that ,  the base broke too .",0,"['and after all that ,  the base broke too .']",1
1333,denis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,1,"[""denis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .""]",1
1334,the radtach procable num_num inch dock extender works only part way .,0,['the radtach procable num_num inch dock extender works only part way .'],1
1335,it should reconnect easily when you are in the num_extend,1,['it should reconnect easily when you are in the num_extend'],1
1336,"renner 's performance as dahmer is unforgettable , deeply absorbing .",1,"[""renner 's performance as dahmer is unforgettable , deeply absorbing .""]",1
