TEXT,LABEL,Polarity_Score,Category
"there 's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,0.2625,positive
bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .,1,0.625,positive
"it s good to go the next morning ,  completely clean .",1,0.3556,positive
"it dares to be a little different , and that shading is what makes it worthwhile .",1,0.1042,positive
it stay clean and does not collect food stains .,1,0.3667,positive
it comes at a good price and appears to be well made .,1,0.7,positive
this is the best cookware i ve ever owned .,1,1.0,positive
"majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",1,0.4375,positive
very good price but this one harder to use than my cusinart .,1,0.405,positive
"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass .",1,0.4111,positive
i ve been happy with most oxo products i ve purchased .,1,0.65,positive
its actually a little better than the filter that came with the unit .,1,0.1562,positive
"as stated by the many reviews ,  this is an exceptinal carpet cleaner .",1,0.5,positive
"overall i love them ,  and would probably buy them again .",1,0.25,positive
a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,1,0.2222,positive
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,0.7,positive
"his characters are engaging , intimate and the dialogue is realistic and greatly moving .",1,0.3917,positive
not that anything sticks that much you just don t have to worry .,1,0.2,positive
"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",1,0.2972,positive
bullock does a good job here of working against her natural likability .,1,0.4,positive
japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,1,0.5,positive
"a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu .",1,0.3852,positive
"reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",1,0.3375,positive
the zester was easy enough to clean after use .,1,0.2667,positive
"if you liked the 1982 film then , you 'll still like it now .",1,0.6,positive
"an elegant , exquisitely modulated psychological thriller .",1,0.5,positive
"in adobo , ethnicity is not just the spice , but at the heart of more universal concerns .",1,0.25,positive
nicely serves as an examination of a society in transition .,1,0.6,positive
"it 's a good film -- not a classic , but odd , entertaining and authentic .",1,0.29,positive
the sound is also very surprising for the price and is enough for me .,1,0.4367,positive
i use is for more than deep frying .,1,0.25,positive
choose your reaction : a. -rrb- that sure is funny !,1,0.4062,positive
"much to my dismay ,  the invisishield was nothing but garbage .",1,0.2,positive
"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",1,-0.125,positive
these come in handy with those tender special moments and celebrations .,1,0.4786,positive
fasy to keep clean and a real treasure .,1,0.2833,positive
just make sure that you don t misplace the spout stopper .,1,0.5,positive
love the way these roll instead of sliding on the rod .,1,0.5,positive
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,0.25,positive
a clever blend of fact and fiction .,1,0.1667,positive
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,1,0.45,positive
only negative was delifery was num_num days late .,1,-0.2,positive
dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,1,0.3174,positive
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",1,0.2472,positive
"it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,0.2875,positive
the best movie of its kind since ` brazil . ',1,0.8,positive
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,1,0.5,positive
"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1,0.4,positive
most new movies have a bright sheen .,1,0.4455,positive
i have not been able to stop using it .,1,0.5,positive
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1,-0.1786,positive
"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",1,0.5125,positive
"occasionally funny , always very colorful and enjoyably overblown in the traditional almod??var style .",1,0.285,positive
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1,0.1333,positive
but this one does the job very nicely .,1,0.78,positive
"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",1,0.25,positive
the metal is very sturdy and the non stick finish is great .,1,0.5,positive
"trash cans are pretty unexciting ,  but this one is awfully nice .",1,0.425,positive
i really like how this counter protector curves over the edge of the counter .,1,0.2,positive
"but for now ,  i m quite happy with this .",1,0.8,positive
"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",1,0.2417,positive
"a deliciously mordant , bitter black comedy .",1,0.2444,positive
the cast is uniformly excellent and relaxed .,1,1.0,positive
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,0.22,positive
"in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,0.2,positive
"divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1,0.1875,positive
this unit makes the best french fries i ve ever made .,1,0.5,positive
"maintenance cleaning is fast ,  neglected cleaning takes more time and repeated cleanings .",1,0.35,positive
i can t believe how beautiful and substantial this ice cream maker is .,1,0.85,positive
it 's solid and affecting and exactly as thought-provoking as it should be .,1,0.2,positive
"smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",1,0.4,positive
"in particular ,  the coating on this cookware has been cheapened .",1,0.1667,positive
"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1,0.55,positive
and if the hours wins ` best picture ' i just might .,1,0.65,positive
a cop story that understands the medium amazingly well .,1,0.6,positive
"visits spy-movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1,0.1236,positive
an irresistible combination of a rousing good story set on a truly grand scale .,1,0.6,positive
no problems with this and worked with many devices .,1,0.5,positive
"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,0.85,positive
i bought this in num_num and the pan is still in great shape .,1,0.8,positive
"though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .",1,0.325,positive
"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",1,0.2525,positive
delicious over fruit and kashii go lean crunch cereal .,1,1.0,positive
an experience so engrossing it is like being buried in a new environment .,1,0.3682,positive
"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video .",1,0.5,positive
"otterboxes are a little bulky ,  but nothing protects better for the price .",1,0.1562,positive
what jackson has accomplished here is amazing on a technical level .,1,0.2667,positive
-lrb- but it 's -rrb- worth recommending because of two marvelous performances by michael caine and brendan fraser .,1,0.65,positive
"it 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",1,0.2333,positive
"as bundy , michael reilly burke -lrb- octopus 2 : river of fear -rrb- has just the right amount of charisma and menace .",1,0.2857,positive
"for the size ,  weight and price it is really worth it .",1,0.3,positive
i bought it for a new iphone num_extend,1,0.1364,positive
has a shambling charm ... a cheerfully inconsequential diversion .,1,0.4,positive
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,1,-0.125,positive
i also love that this griddle doubles as an indoor grill .,1,0.5,positive
it pushed right through the job with no trouble .,1,0.1929,positive
"as shaky as the plot is , kaufman 's script is still memorable for some great one-liners .",1,0.3222,positive
"eventually , it wins you over .",1,0.3,positive
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1,0.25,positive
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum .,1,0.15,positive
cleans up nice and cooks waffles in a reasonable amount of time .,1,0.4,positive
"one of the greatest family-oriented , fantasy-adventure movies ever .",1,1.0,positive
sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family .,1,0.225,positive
"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion .",1,0.5,positive
i imagine it will make soups even better than the old one as well .,1,0.3,positive
"fill the pan half way with water ,  and put it to boil .",1,-0.1667,positive
it works as advertised so i m happy !   :   .,1,1.0,positive
"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1,0.4406,positive
it holds the charge like when my phone was brand new .,1,0.1364,positive
the glass cuisinart lids would pour water everywhere in a wet mess .,1,-0.1375,positive
i do seem to need to invest in some better popcorn .,1,0.5,positive
"blocking the red hot coils from my cookie sheets ,  and glassware .",1,0.125,positive
... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',1,0.3123,positive
may be spoofing an easy target -- those old ' 50 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,0.1778,positive
the perfect film for those who like sick comedies that can be snide .,1,0.1429,positive
"it 's rather like a lifetime special -- pleasant , sweet and forgettable .",1,0.2351,positive
this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1,0.25,positive
"if you love motown music , you 'll love this documentary .",1,0.3333,positive
those outside show business will enjoy a close look at people they do n't really want to know .,1,0.2,positive
i can t remember when i first bought this timer .,1,0.25,positive
genuinely touching because it 's realistic about all kinds of love .,1,0.3889,positive
"an amusing , breezily apolitical documentary about life on the campaign trail .",1,0.3,positive
hands down the year 's most thought-provoking film .,1,0.2481,positive
fast; better than a blender and is easy to use .,1,0.3778,positive
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,1,0.36,positive
i loved it !,1,0.875,positive
"but watching huppert , a great actress tearing into a landmark role , is riveting .",1,0.65,positive
"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",1,0.375,positive
i like it better than any of the forman items .,1,0.5,positive
this offers really good protection for the phone .,1,0.4,positive
m??nch 's genuine insight makes the film 's occasional overindulgence forgivable .,1,0.2,positive
the new guy does have a heart .,1,0.1364,positive
a must have if you have one of the older foodsavers .,1,0.1667,positive
an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .,1,0.1667,positive
"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1,0.2,positive
it stores in a really small place and is built to last .,1,-0.125,positive
"it is easy to clean ,  but honestly i rarely clean it .",1,0.3889,positive
"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1,0.1875,positive
"-lrb- schweiger is -rrb- talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,0.3083,positive
very sturdy with a good selection of teeth sizes .,1,0.45,positive
the instructions came over the motorola num_extend and were very clear .,1,0.13,positive
"biggie and tupac is so single-mindedly daring , it puts far more polished documentaries to shame .",1,0.3,positive
"thoughtful , provocative and entertaining .",1,0.45,positive
"also ,  don t use that yellow cloth to clean your phone .",1,0.1833,positive
much monkeyfun for all .,1,0.2,positive
"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",1,0.5,positive
"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit .",1,0.2424,positive
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,0.2667,positive
it 's a glorious groove that leaves you wanting more .,1,0.5,positive
i don t know how i ever managed without this handy devise .,1,0.6,positive
this casserole dish is the perfect size and i love having a nice lid .,1,0.7,positive
"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",1,0.3,positive
nothing bad to say about this wonderful innovation at all .,1,0.15,positive
an imaginative comedy\/thriller .,1,0.6,positive
on the other hand for power grating you ve got something here .,1,-0.125,positive
